提供機關名稱,資料集名稱,瀏覽人次,下載次數,資料集評分,上架日
經濟部加工出口區管理處,園區各業別暨受雇員工平均工資資訊,"4,010",253,,2013/09/30
經濟部加工出口區管理處,園區水電耗用狀況資訊,"2,297",203,100,2013/09/30
臺灣糖業股份有限公司,台糖蜜鄰便利超市據點資訊,"5,090",368,20,2013/09/30
經濟部國際貿易局,"貨品輸出入規定資料 (統計參考用)","4,078",588,20,2013/10/02
台灣中油股份有限公司油品行銷事業部,中油主產品牌價,"21,077","2,140",20,2013/10/02
勞動部職業安全衛生署,通過臺灣職業安全衛生管理系統(TOSHMS)驗證之事業單位名單,"3,132",299,,2013/10/02
勞動部職業安全衛生署,勞工安全衛生教育訓練單位評鑑結果績優名單,"3,658",286,,2013/10/02
行政院環境保護署,沙塵預報資料,"3,088",687,20,2013/09/10
行政院環境保護署,全國細懸浮微粒手動監測資料,"5,503","1,719",80,2013/09/10
行政院環境保護署,土壤及地下水污染管制區公告資料,"7,996","1,375",40,2013/09/10
行政院環境保護署,水庫水質監測資料,"4,127","1,028",20,2013/08/08
行政院環境保護署,海域水質監測資料,"2,793",633,,2013/08/08
行政院環境保護署,海灘夏季水質監測資料,"2,631",771,,2013/08/08
行政院環境保護署,區域性地下水水質監測資料,"3,103",548,100,2013/08/08
行政院環境保護署,空氣品質預報資料,"10,307","2,659",20,2013/10/02
行政院環境保護署,土壤及地下水污染場址基本資料,"4,063",674,20,2013/07/29
行政院環境保護署,機車排氣定檢站資料,"4,309",724,,2013/07/29
行政院環境保護署,環境空氣戴奧辛監測資料,"4,228",831,100,2013/09/06
行政院環境保護署,列管毒性化學物質毒理資料,"3,813",575,,2013/08/08
行政院環境保護署,自來水水質抽驗結果(依件數),"2,394",464,,2013/08/23
行政院環境保護署,自來水水質抽驗結果(依項目),"2,467",542,,2013/08/23
行政院環境保護署,包裝及盛裝飲用水水源水質抽驗結果,"2,609",531,100,2013/08/23
行政院環境保護署,應回收廢棄物回收業者資料,"5,868",664,60,2013/07/29
行政院環境保護署,應回收廢棄物處理業者資料,"2,873",654,20,2013/07/29
行政院環境保護署,全國各縣市清潔隊資料,"2,686",419,,2013/07/29
行政院環境保護署,環境影響評估案件摘要資料,"2,421",452,,2013/08/08
行政院環境保護署,列管污染源基本資料,"8,525","1,081",100,2013/08/08
行政院環境保護署,公民營廢棄物清除機構資料,"3,400",452,,2013/07/29
行政院環境保護署,廢行動通訊產品回收點資料,"2,320",365,,2013/07/29
行政院環境保護署,焚化廠基本資料,"2,439",442,,2013/07/29
行政院環境保護署,焚化廠營運月報,"2,317",451,,2013/08/08
行政院環境保護署,焚化廠營運年報,"1,970",351,100,2013/08/08
行政院環境保護署,焚化廠空污監測資料,"2,493",520,,2013/08/08
行政院環境保護署,焚化廠飛灰穩定化檢測資料,"2,298",335,,2013/10/02
行政院環境保護署,焚化廠飛灰原始檢測資料,"1,614",148,,2013/10/02
行政院環境保護署,焚化廠底渣原始檢測資料,"2,420",367,,2013/10/02
行政院環境保護署,環境教育設施場所認證資料,"4,058",420,,2013/07/29
行政院環境保護署,環境教育機構認證資料,"2,366",359,,2013/07/29
行政院環境保護署,環境檢驗測定機構許可資料,"6,951",489,100,2013/07/29
行政院環境保護署,機動車輛測定機構許可資料,"2,207",356,,2013/07/29
行政院環境保護署,區域性地下水水質測站位置圖,"3,455",582,,2013/08/08
行政院環境保護署,全國飲用水水源水質保護區範圍圖,"7,092","1,229",100,2013/08/08
行政院環境保護署,交通噪音監測站位置圖,"4,240",539,,2013/08/08
行政院環境保護署,空氣污染防制區範圍圖,"5,795",812,100,2013/08/23
行政院環境保護署,空氣品質區範圍圖,"5,408","1,091",100,2013/08/08
行政院環境保護署,環境噪音監測站位置圖,"2,894",411,,2013/08/08
行政院環境保護署,土壤319公頃_調查區一公頃範圍圖,"3,064",437,,2013/08/23
行政院環境保護署,土壤319公頃_一公頃一採樣點位置圖,"2,879",380,,2013/08/23
行政院環境保護署,土壤污染管制區範圍圖,"6,390",894,100,2013/08/23
行政院環境保護署,垃圾掩埋場位置圖,"5,599",981,80,2013/09/26
行政院環境保護署,垃圾掩埋場復育場址位置圖,"4,462",484,,2013/09/26
行政院環境保護署,垃圾掩埋場範圍圖,"4,885",639,,2013/09/26
行政院環境保護署,焚化爐廠區範圍圖,"2,617",516,,2013/09/26
行政院環境保護署,公害陳情案件分佈位置圖,"5,184",733,40,2013/09/27
行政院環境保護署,公害陳情警示區域範圍圖,"3,426",520,80,2013/09/27
行政院環境保護署,環保專案摘要資料,"2,599",332,100,2013/09/24
行政院環境保護署,區域性地下水水質監測井基本資料,"8,995","1,241",80,2013/09/17
行政院環境保護署,水庫水質監測點基本資料,"3,112",751,100,2013/09/17
行政院環境保護署,海域水質監測點基本資料,"2,444",604,,2013/09/17
臺南市政府,國中小學區查詢,"2,513",214,,2014/05/19
臺南市政府,臺南市政府工務局管線案件列表,"2,207",152,,2013/10/02
衛生福利部國民健康署,癌症發生統計,"35,243","4,883",60,2014/04/20
經濟部工業局,遊戲軟體分級,"4,382",732,100,2013/10/03
經濟部貿易調查委員會,反傾銷稅案件之產業損害調查處理情形,"2,626",330,,2013/10/03
文化部文化資產局,文資局文化景觀,"5,330","1,822",20,2013/10/03
經濟部加工出口區管理處,加工出口區近年進出口貿易值,"3,314",590,80,2013/10/07
行政院農業委員會,全國休閒農業區旅遊資訊,"6,424","1,985",40,2015/03/24
勞動部勞工保險局,國民年金保險被保險人應負擔保險費金額表,"3,210",283,,2013/10/07
勞動部勞工保險局,勞保局出版品,"2,579",531,,2013/10/07
行政院公共工程委員會,採購專業人員訓練班代訓機構招生中開課清單,"2,876",228,40,2013/10/07
行政院公共工程委員會,近1年工程採購案廠商於同一機關得標20件以上之廠商及機關名,"2,691",169,100,2013/10/08
行政院公共工程委員會,優良廠商名單,"10,343","1,304",40,2013/10/08
衛生福利部國民健康署,各醫院癌症資源中心,"4,489",577,40,2014/03/31
行政院農業委員會,來到農村住一晚-休閒農場住宿資訊,"6,465","1,433",60,2015/03/30
行政院農業委員會,全國漁會產品資訊,"2,538",350,,2013/03/21
勞動部勞動力發展署,微型創業鳳凰諮詢顧問名單,"6,081",634,,2013/10/09
行政院,行政院院會決議,"2,705",289,,2013/10/09
行政院,行政院即時新聞,"4,116",811,,2013/10/09
行政院,行政院消費者保護會-消費者保護新聞稿,"2,403",287,,2013/10/09
行政院,行政院消費者保護會-消費資（警）訊,"2,718",394,,2013/10/09
國立自然科學博物館,國立自然科學博物館展示資源,"2,207",178,,2013/10/09
國立自然科學博物館,國立自然科學博物館最新消息,"2,277",208,,2013/10/09
國立公共資訊圖書館,公共圖書館統計,"5,197",554,100,2013/10/09
國立公共資訊圖書館,國立公共資訊圖書館活動公告,"2,288",195,,2013/10/09
國軍退除役官兵輔導委員會,退輔會全球資訊網站最新消息,"4,399",175,,2013/10/09
國軍退除役官兵輔導委員會,退輔會福壽山農場網站最新消息,"2,049",140,,2013/10/09
行政院主計總處,家庭收支調查-家庭收支重要指標,"4,503",781,,2013/10/09
國軍退除役官兵輔導委員會,退輔會102年度榮民服務處進修訓練課程資訊,"1,996",134,,2013/10/15
中央銀行,火焚、污破損新臺幣券幣鑑定暨兌換作業,"2,412",158,100,2013/10/15
中央銀行,國際投資部位統計,"2,461",172,,2013/10/15
經濟部投資業務處,與我國簽署投資保障(證)協定國家一覽表,"2,408",275,,2013/10/17
經濟部國際貿易局,海外服務業會展商情,"4,942",474,,2013/10/17
經濟部智慧財產局,專利案件數量統計,"6,704",537,40,2013/10/17
經濟部智慧財產局,商標案件數量統計,"2,283",249,,2013/10/17
經濟部智慧財產局,商標專有名詞中英對照,"2,668",205,,2013/10/17
經濟部礦務局,進口砂石裝卸量統計表,"5,756",742,80,2013/10/17
經濟部水利署,水利署疏濬資訊(2013年9月以後),"4,453","15,703",100,2017/09/12
經濟部能源局,已開業加氣站分布情況,"3,294",442,100,2013/10/17
經濟部能源局,澎湖低碳島電動機車充電站位置,"4,560",306,80,2013/10/17
經濟部能源局,節能績優獎,"2,682",195,100,2013/10/17
國家通訊傳播委員會,垃圾郵件攔阻數據統計,"2,524",342,,2013/10/17
國家通訊傳播委員會,第二類電信業者名單及其營業項目,"6,422",457,20,2013/10/17
國家通訊傳播委員會,無線調頻(FM)廣播電臺頻率及發射機位址,"2,719",238,20,2013/10/17
國家通訊傳播委員會,無線調幅(AM)廣播電臺頻率及發射機位址,"3,279",235,,2013/10/17
勞動部勞工保險局,勞工退休金服務電話,"1,894",288,,2013/10/18
勞動部勞工保險局,勞工保險局積欠工資墊償當年各月墊償統計資料,"2,853",324,20,2013/10/18
勞動部勞動基金運用局,新制勞工退休基金歷年最近月份收益率,"4,281","1,139",100,2013/10/18
經濟部國際貿易局,產證簽發單位相關資訊,"3,678",412,100,2013/10/23
國立自然科學博物館,國立自然科學博物館學習資源,"2,104",162,,2013/10/23
國立公共資訊圖書館,國立公共資訊圖書館期刊訂閱一覽表,"2,437",265,,2013/10/23
國立公共資訊圖書館,國立公共資訊圖書館獎助博碩士論文,"2,556",317,,2013/10/23
國立公共資訊圖書館,國立公共資訊圖書館聽視障資訊中心館藏目錄清單,"2,681",589,,2013/10/23
國立科學工藝博物館,國立科學工藝博物館遺失物資訊,"1,769",165,,2013/10/23
衛生福利部國民健康署,乳房X光攝影認證醫療機構,"3,543",290,,2014/04/20
公平交易委員會,公平會101年度案件處理統計,"1,892",157,,2013/10/23
公平交易委員會,公平會101年收辦案件-按性質別統計,"2,441",219,,2013/10/23
公平交易委員會,公平會101年收辦案件辦結率統計,"1,854",167,,2013/10/23
公平交易委員會,公平會101年檢舉案處理結果,"2,031",154,,2013/10/23
公平交易委員會,公平會101年檢舉者及被檢舉者身分類別結構,"1,743",171,,2013/10/23
公平交易委員會,公平會101年被檢舉者行業別結構,"1,811",127,,2013/10/23
公平交易委員會,公平會101年涉及公平交易法之檢舉案件行為態樣統計,"1,924",221,,2013/10/23
公平交易委員會,公平會101年檢舉案處分件數統計-按違反公平交易法行為別分,"1,533",162,,2013/10/23
公平交易委員會,公平會101年請釋案處理概況,"1,627",154,,2013/10/23
公平交易委員會,公平會101年請釋者身分類別結構,"1,752",234,,2013/10/23
經濟部,優良市集,"4,737",463,100,2013/10/25
經濟部,綠色市集,"3,402",436,100,2013/10/25
經濟部,認證名攤,"3,537",392,60,2013/10/25
國立科學工藝博物館,國立科學工藝博物館推廣教育活動訊息,"2,148",308,100,2013/10/25
衛生福利部統計處,醫院病床統計,"42,140","4,872",100,2013/10/25
衛生福利部統計處,醫院人力統計,"7,237",855,40,2013/10/25
衛生福利部統計處,醫院科別統計,"6,144",723,100,2013/10/25
衛生福利部統計處,診所人力統計,"3,609",407,100,2013/10/25
衛生福利部統計處,診所科別統計,"13,103","1,637",100,2013/10/25
文化部,藝文活動-所有類別,"5,453","1,653",100,2013/10/25
僑務委員會,華文教師回國研習班參加人數,"1,947",124,,2013/10/25
僑務委員會,各項海外青年研習活動人數,"1,734",113,,2013/10/25
僑務委員會,北美地區海外民俗文化種子教師培訓班培訓人數,"1,568",116,,2013/10/25
僑務委員會,獲得學行優良僑生獎學金人數(按學年度別分)統計,"1,979",120,,2013/10/25
僑務委員會,海外華人人數,"3,643",264,,2013/10/25
僑務委員會,清寒僑生工讀補助人次(按學年度別分)統計,"1,876",124,,2013/10/25
僑務委員會,僑務委員會自行編製(印)華文教材,"1,858",173,,2013/10/25
僑務委員會,海外華裔青（少）年暑期研習營人數,"1,512",115,,2013/10/25
僑務委員會,海外華文教師研習會參加人數,"1,778",138,,2013/10/25
僑務委員會,海外數位學習經營管理人員研習班參加人數,"1,868",138,,2013/10/25
國家發展委員會,"都市及區域發展統計彙編 ─ 2-1. 都市計畫區面積與人口數","4,561",441,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 2-2. 都市計畫區土地使用分區面積","2,872",280,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 2-3.非都市土地使用分區面積","2,451",211,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 2-4. 非都市土地使用編定面積","2,074",240,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 2-7. 水資源開發建設－主要水庫壩堰","1,729",232,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 2-8. 國家公園設置情形","3,766",226,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 2-9. 自然保留區及野生動物保護區設置情形","2,121",155,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 2-10. 國家風景特定區設置情形","2,283",153,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 3-1. 自來水普及率及用水量","3,501",280,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 3-2. 電燈用戶數與用電量","3,541",370,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 4-1. 公路長度與面積","1,853",166,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 4-2. 交通費用、汽車數及機車數","3,140",409,20,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 4-3觀光旅館分布.","3,244",360,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 4-4. 國內主要觀光遊憩據點遊客人數","4,001",519,100,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 5-1. 醫師數及病床數","3,109",347,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 5-2. 醫師數及病床數按 主要都市分","1,827",173,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 5-3.老人長期照護、養護及安養機構.","5,702",531,40,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 6-1. 歷年住宅投資","2,407",154,60,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 6-2.住宅支出","2,065",157,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 6-3. 住宅狀況","2,172",189,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 6-4. 整合住宅補貼資源實施方案補貼申請","2,426",143,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 7-1. 空氣污染之測定結果","2,424",242,,2013/10/29
國家發展委員會,"都市及區域發展統計彙編 ─ 7-2. 垃圾清運處理狀況","2,031",205,,2013/10/29
